,SMILES,TR/TE,F-L_class,@-@@_class,R-S_class,SMILES_ns,SMILES_opp
3513,O=C1C[C@@H](Cc2ccc(Cl)cc2)C(=O)N1Cc1ccccc1,TR,L,@@,R,O=C1CC(Cc2ccc(Cl)cc2)C(=O)N1Cc1ccccc1,O=C1C[C@H](Cc2ccc(Cl)cc2)C(=O)N1Cc1ccccc1
3514,O=C1C[C@H](Cc2ccc(F)cc2)C(=O)N1Cc1ccccc1,TR,F,@,S,O=C1CC(Cc2ccc(F)cc2)C(=O)N1Cc1ccccc1,O=C1C[C@@H](Cc2ccc(F)cc2)C(=O)N1Cc1ccccc1
3515,O=C1C[C@@H](Cc2ccc(F)cc2)C(=O)N1Cc1ccccc1,TR,L,@@,R,O=C1CC(Cc2ccc(F)cc2)C(=O)N1Cc1ccccc1,O=C1C[C@H](Cc2ccc(F)cc2)C(=O)N1Cc1ccccc1
3516,O=C1C[C@H](Cc2ccc3c(c2)OCO3)C(=O)N1Cc1ccccc1,TR,F,@,S,O=C1CC(Cc2ccc3c(c2)OCO3)C(=O)N1Cc1ccccc1,O=C1C[C@@H](Cc2ccc3c(c2)OCO3)C(=O)N1Cc1ccccc1
3517,O=C1C[C@@H](Cc2ccc3c(c2)OCO3)C(=O)N1Cc1ccccc1,TR,L,@@,R,O=C1CC(Cc2ccc3c(c2)OCO3)C(=O)N1Cc1ccccc1,O=C1C[C@H](Cc2ccc3c(c2)OCO3)C(=O)N1Cc1ccccc1
3518,O=C1C[C@H](Cc2ccc3ccccc3c2)C(=O)N1Cc1ccccc1,TR,F,@,S,O=C1CC(Cc2ccc3ccccc3c2)C(=O)N1Cc1ccccc1,O=C1C[C@@H](Cc2ccc3ccccc3c2)C(=O)N1Cc1ccccc1
3519,O=C1C[C@@H](Cc2ccc3ccccc3c2)C(=O)N1Cc1ccccc1,TR,L,@@,R,O=C1CC(Cc2ccc3ccccc3c2)C(=O)N1Cc1ccccc1,O=C1C[C@H](Cc2ccc3ccccc3c2)C(=O)N1Cc1ccccc1
3520,O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,TR,F,@,S,O=C1CC(Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C@@H](Cc2ccccc2)C(=O)N1Cc1ccccc1
3521,O=C1C[C@@H](Cc2ccccc2)C(=O)N1Cc1ccccc1,TR,L,@@,R,O=C1CC(Cc2ccccc2)C(=O)N1Cc1ccccc1,O=C1C[C@H](Cc2ccccc2)C(=O)N1Cc1ccccc1
3522,O=C1C[C@H](Cc2ccccc2)C(=O)N1CCc1ccccc1,TR,F,@,S,O=C1CC(Cc2ccccc2)C(=O)N1CCc1ccccc1,O=C1C[C@@H](Cc2ccccc2)C(=O)N1CCc1ccccc1
3523,O=C1C[C@@H](Cc2ccccc2)C(=O)N1CCc1ccccc1,TR,L,@@,R,O=C1CC(Cc2ccccc2)C(=O)N1CCc1ccccc1,O=C1C[C@H](Cc2ccccc2)C(=O)N1CCc1ccccc1
3524,O=C1C[C@H](Cc2ccco2)C(=O)N1Cc1ccccc1,TR,F,@,S,O=C1CC(Cc2ccco2)C(=O)N1Cc1ccccc1,O=C1C[C@@H](Cc2ccco2)C(=O)N1Cc1ccccc1
3525,O=C1C[C@@H](Cc2ccco2)C(=O)N1Cc1ccccc1,TR,L,@@,R,O=C1CC(Cc2ccco2)C(=O)N1Cc1ccccc1,O=C1C[C@H](Cc2ccco2)C(=O)N1Cc1ccccc1
3526,O=C1C[C@@]2(COCCS2(=O)=O)CO1,TR,L,@@,R,O=C1CC2(COCCS2(=O)=O)CO1,O=C1C[C@]2(COCCS2(=O)=O)CO1
3527,O=C1C[C@]2(COCCS2(=O)=O)CO1,TR,F,@,S,O=C1CC2(COCCS2(=O)=O)CO1,O=C1C[C@@]2(COCCS2(=O)=O)CO1
3528,O=C1C[C@@]2(COCCS2)CO1,TR,F,@@,R,O=C1CC2(COCCS2)CO1,O=C1C[C@]2(COCCS2)CO1
3529,O=C1C[C@]2(COCCS2)CO1,TR,L,@,S,O=C1CC2(COCCS2)CO1,O=C1C[C@@]2(COCCS2)CO1
3530,O=C1Cc2ccccc2C[C@@]1(c1ccccc1)c1ccc(O)cc1,TR,L,@@,R,O=C1Cc2ccccc2CC1(c1ccccc1)c1ccc(O)cc1,O=C1Cc2ccccc2C[C@]1(c1ccccc1)c1ccc(O)cc1
3531,O=C1Cc2ccccc2C[C@]1(c1ccccc1)c1ccc(O)cc1,TR,F,@,S,O=C1Cc2ccccc2CC1(c1ccccc1)c1ccc(O)cc1,O=C1Cc2ccccc2C[C@@]1(c1ccccc1)c1ccc(O)cc1
3532,O=C1CCC[C@@H](c2ccc(F)cc2)C1,TR,L,@@,R,O=C1CCCC(c2ccc(F)cc2)C1,O=C1CCC[C@H](c2ccc(F)cc2)C1
3533,O=C1CCC[C@H](c2ccc(F)cc2)C1,TR,F,@,S,O=C1CCCC(c2ccc(F)cc2)C1,O=C1CCC[C@@H](c2ccc(F)cc2)C1
3534,O=C1CCC[C@@H](c2cccc(F)c2)C1,TR,L,@@,R,O=C1CCCC(c2cccc(F)c2)C1,O=C1CCC[C@H](c2cccc(F)c2)C1
3535,O=C1CCC[C@H](c2cccc(F)c2)C1,TR,F,@,S,O=C1CCCC(c2cccc(F)c2)C1,O=C1CCC[C@@H](c2cccc(F)c2)C1
3536,O=C1CCC[C@@H](c2ccccc2)C1,TR,L,@@,R,O=C1CCCC(c2ccccc2)C1,O=C1CCC[C@H](c2ccccc2)C1
3537,O=C1CCC[C@H](c2ccccc2)C1,TR,F,@,S,O=C1CCCC(c2ccccc2)C1,O=C1CCC[C@@H](c2ccccc2)C1
3538,O=C1CCCC[C@]1(c1ccc(O)cc1)c1ccc(-c2ccccc2)cc1,TR,F,@,R,O=C1CCCCC1(c1ccc(O)cc1)c1ccc(-c2ccccc2)cc1,O=C1CCCC[C@@]1(c1ccc(O)cc1)c1ccc(-c2ccccc2)cc1
3539,O=C1CCCC[C@@]1(c1ccc(O)cc1)c1ccc(-c2ccccc2)cc1,TR,L,@@,S,O=C1CCCCC1(c1ccc(O)cc1)c1ccc(-c2ccccc2)cc1,O=C1CCCC[C@]1(c1ccc(O)cc1)c1ccc(-c2ccccc2)cc1
3540,O=C1CCCC[C@]1(c1ccc(O)cc1)c1ccc(C#Cc2ccccc2)cc1,TR,F,@,R,O=C1CCCCC1(c1ccc(O)cc1)c1ccc(C#Cc2ccccc2)cc1,O=C1CCCC[C@@]1(c1ccc(O)cc1)c1ccc(C#Cc2ccccc2)cc1
3541,O=C1CCCC[C@@]1(c1ccc(O)cc1)c1ccc(C#Cc2ccccc2)cc1,TR,L,@@,S,O=C1CCCCC1(c1ccc(O)cc1)c1ccc(C#Cc2ccccc2)cc1,O=C1CCCC[C@]1(c1ccc(O)cc1)c1ccc(C#Cc2ccccc2)cc1
3542,O=C1CCCC[C@]1(c1ccc(O)cc1)c1ccc(F)cc1,TR,F,@,S,O=C1CCCCC1(c1ccc(O)cc1)c1ccc(F)cc1,O=C1CCCC[C@@]1(c1ccc(O)cc1)c1ccc(F)cc1
3543,O=C1CCCC[C@@]1(c1ccc(O)cc1)c1ccc(F)cc1,TR,L,@@,R,O=C1CCCCC1(c1ccc(O)cc1)c1ccc(F)cc1,O=C1CCCC[C@]1(c1ccc(O)cc1)c1ccc(F)cc1
3544,O=C1CCCC[C@]1(c1ccc(O)cc1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,TR,F,@,S,O=C1CCCCC1(c1ccc(O)cc1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,O=C1CCCC[C@@]1(c1ccc(O)cc1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1
3545,O=C1CCCC[C@@]1(c1ccc(O)cc1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,TR,L,@@,R,O=C1CCCCC1(c1ccc(O)cc1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,O=C1CCCC[C@]1(c1ccc(O)cc1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1
3546,O=C1CCCC[C@]1(c1ccc(O)cc1)c1ccc2ccccc2c1,TR,L,@,S,O=C1CCCCC1(c1ccc(O)cc1)c1ccc2ccccc2c1,O=C1CCCC[C@@]1(c1ccc(O)cc1)c1ccc2ccccc2c1
3547,O=C1CCCC[C@@]1(c1ccc(O)cc1)c1ccc2ccccc2c1,TR,F,@@,R,O=C1CCCCC1(c1ccc(O)cc1)c1ccc2ccccc2c1,O=C1CCCC[C@]1(c1ccc(O)cc1)c1ccc2ccccc2c1
3548,O=C1CCCC[C@]1(c1ccc(O)cc1)c1cccc(C(F)(F)F)c1,TR,F,@,S,O=C1CCCCC1(c1ccc(O)cc1)c1cccc(C(F)(F)F)c1,O=C1CCCC[C@@]1(c1ccc(O)cc1)c1cccc(C(F)(F)F)c1
3549,O=C1CCCC[C@@]1(c1ccc(O)cc1)c1cccc(C(F)(F)F)c1,TR,L,@@,R,O=C1CCCCC1(c1ccc(O)cc1)c1cccc(C(F)(F)F)c1,O=C1CCCC[C@]1(c1ccc(O)cc1)c1cccc(C(F)(F)F)c1
3550,O=C1CCCC[C@]1(c1ccc(O)cc1)c1ccccc1F,TR,F,@,S,O=C1CCCCC1(c1ccc(O)cc1)c1ccccc1F,O=C1CCCC[C@@]1(c1ccc(O)cc1)c1ccccc1F
3551,O=C1CCCC[C@@]1(c1ccc(O)cc1)c1ccccc1F,TR,L,@@,R,O=C1CCCCC1(c1ccc(O)cc1)c1ccccc1F,O=C1CCCC[C@]1(c1ccc(O)cc1)c1ccccc1F
3552,O=C1CCCC[C@]1(c1ccccc1)c1ccc(Cl)cc1,TR,F,@,S,O=C1CCCCC1(c1ccccc1)c1ccc(Cl)cc1,O=C1CCCC[C@@]1(c1ccccc1)c1ccc(Cl)cc1
3553,O=C1CCCC[C@@]1(c1ccccc1)c1ccc(Cl)cc1,TR,L,@@,R,O=C1CCCCC1(c1ccccc1)c1ccc(Cl)cc1,O=C1CCCC[C@]1(c1ccccc1)c1ccc(Cl)cc1
3554,O=C1CCCC[C@@]1(c1ccccc1)c1ccc(O)c(Br)c1,TR,F,@@,R,O=C1CCCCC1(c1ccccc1)c1ccc(O)c(Br)c1,O=C1CCCC[C@]1(c1ccccc1)c1ccc(O)c(Br)c1
3555,O=C1CCCC[C@]1(c1ccccc1)c1ccc(O)c(Br)c1,TR,L,@,S,O=C1CCCCC1(c1ccccc1)c1ccc(O)c(Br)c1,O=C1CCCC[C@@]1(c1ccccc1)c1ccc(O)c(Br)c1
3556,O=C1CCCC[C@@]1(c1ccccc1)c1ccc(O)c(O)c1,TR,F,@@,R,O=C1CCCCC1(c1ccccc1)c1ccc(O)c(O)c1,O=C1CCCC[C@]1(c1ccccc1)c1ccc(O)c(O)c1
3557,O=C1CCCC[C@]1(c1ccccc1)c1ccc(O)c(O)c1,TR,L,@,S,O=C1CCCCC1(c1ccccc1)c1ccc(O)c(O)c1,O=C1CCCC[C@@]1(c1ccccc1)c1ccc(O)c(O)c1
3558,O=C1CCCC[C@@]1(c1ccccc1)c1ccc(O)cc1,TR,F,@@,R,O=C1CCCCC1(c1ccccc1)c1ccc(O)cc1,O=C1CCCC[C@]1(c1ccccc1)c1ccc(O)cc1
3559,O=C1CCCC[C@]1(c1ccccc1)c1ccc(O)cc1,TR,L,@,S,O=C1CCCCC1(c1ccccc1)c1ccc(O)cc1,O=C1CCCC[C@@]1(c1ccccc1)c1ccc(O)cc1
3560,O=C1CCCC[C@@]1(c1ccccc1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,TR,L,@@,R,O=C1CCCCC1(c1ccccc1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,O=C1CCCC[C@]1(c1ccccc1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1
3561,O=C1CCCC[C@]1(c1ccccc1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,TR,F,@,S,O=C1CCCCC1(c1ccccc1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,O=C1CCCC[C@@]1(c1ccccc1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1
3562,O=C1N(c2ccccc2)c2ccccc2[C@@]1(O)C#Cc1ccccc1,TR,F,@@,S,O=C1N(c2ccccc2)c2ccccc2C1(O)C#Cc1ccccc1,O=C1N(c2ccccc2)c2ccccc2[C@]1(O)C#Cc1ccccc1
3563,O=C1N(c2ccccc2)c2ccccc2[C@]1(O)C#Cc1ccccc1,TR,L,@,R,O=C1N(c2ccccc2)c2ccccc2C1(O)C#Cc1ccccc1,O=C1N(c2ccccc2)c2ccccc2[C@@]1(O)C#Cc1ccccc1
3564,O=C1N(Cc2ccccc2)c2c(F)cccc2[C@@]12OC(c1ccccc1)=Nc1nc3ccccc3n12,TR,L,@@,R,O=C1N(Cc2ccccc2)c2c(F)cccc2C12OC(c1ccccc1)=Nc1nc3ccccc3n12,O=C1N(Cc2ccccc2)c2c(F)cccc2[C@]12OC(c1ccccc1)=Nc1nc3ccccc3n12
3565,O=C1N(Cc2ccccc2)c2c(F)cccc2[C@]12OC(c1ccccc1)=Nc1nc3ccccc3n12,TR,F,@,S,O=C1N(Cc2ccccc2)c2c(F)cccc2C12OC(c1ccccc1)=Nc1nc3ccccc3n12,O=C1N(Cc2ccccc2)c2c(F)cccc2[C@@]12OC(c1ccccc1)=Nc1nc3ccccc3n12
3566,O=C1N(Cc2ccccc2)c2ccccc2[C@]1(/C=C/c1ccccc1)CO,TR,L,@,R,O=C1N(Cc2ccccc2)c2ccccc2C1(C=Cc1ccccc1)CO,O=C1N(Cc2ccccc2)c2ccccc2[C@@]1(/C=C/c1ccccc1)CO
3567,O=C1N(Cc2ccccc2)c2ccccc2[C@@]1(/C=C/c1ccccc1)CO,TR,F,@@,S,O=C1N(Cc2ccccc2)c2ccccc2C1(C=Cc1ccccc1)CO,O=C1N(Cc2ccccc2)c2ccccc2[C@]1(/C=C/c1ccccc1)CO
3568,O=C1N(Cc2ccccc2)c2ccccc2[C@@]1(O)C#Cc1ccccc1,TR,L,@@,S,O=C1N(Cc2ccccc2)c2ccccc2C1(O)C#Cc1ccccc1,O=C1N(Cc2ccccc2)c2ccccc2[C@]1(O)C#Cc1ccccc1
3569,O=C1N(Cc2ccccc2)c2ccccc2[C@]1(O)C#Cc1ccccc1,TR,F,@,R,O=C1N(Cc2ccccc2)c2ccccc2C1(O)C#Cc1ccccc1,O=C1N(Cc2ccccc2)c2ccccc2[C@@]1(O)C#Cc1ccccc1
3570,O=C1N(Cc2ccccc2)c2ccccc2[C@@]12OC(c1cccs1)=Nc1nc3ccccc3n12,TR,L,@@,R,O=C1N(Cc2ccccc2)c2ccccc2C12OC(c1cccs1)=Nc1nc3ccccc3n12,O=C1N(Cc2ccccc2)c2ccccc2[C@]12OC(c1cccs1)=Nc1nc3ccccc3n12
3571,O=C1N(Cc2ccccc2)c2ccccc2[C@]12OC(c1cccs1)=Nc1nc3ccccc3n12,TR,F,@,S,O=C1N(Cc2ccccc2)c2ccccc2C12OC(c1cccs1)=Nc1nc3ccccc3n12,O=C1N(Cc2ccccc2)c2ccccc2[C@@]12OC(c1cccs1)=Nc1nc3ccccc3n12
3572,O=C1N(CCOc2ccccc2)c2ccccc2[C@]1(/C=C/c1ccccc1)CO,TR,L,@,R,O=C1N(CCOc2ccccc2)c2ccccc2C1(C=Cc1ccccc1)CO,O=C1N(CCOc2ccccc2)c2ccccc2[C@@]1(/C=C/c1ccccc1)CO
3573,O=C1N(CCOc2ccccc2)c2ccccc2[C@@]1(/C=C/c1ccccc1)CO,TR,F,@@,S,O=C1N(CCOc2ccccc2)c2ccccc2C1(C=Cc1ccccc1)CO,O=C1N(CCOc2ccccc2)c2ccccc2[C@]1(/C=C/c1ccccc1)CO
3574,O=C1N(COCc2cc(Cl)cc(Cl)c2)c2ccccc2[C@]1(/C=C/c1ccccc1)CO,TR,F,@,R,O=C1N(COCc2cc(Cl)cc(Cl)c2)c2ccccc2C1(C=Cc1ccccc1)CO,O=C1N(COCc2cc(Cl)cc(Cl)c2)c2ccccc2[C@@]1(/C=C/c1ccccc1)CO
3575,O=C1N(COCc2cc(Cl)cc(Cl)c2)c2ccccc2[C@@]1(/C=C/c1ccccc1)CO,TR,L,@@,S,O=C1N(COCc2cc(Cl)cc(Cl)c2)c2ccccc2C1(C=Cc1ccccc1)CO,O=C1N(COCc2cc(Cl)cc(Cl)c2)c2ccccc2[C@]1(/C=C/c1ccccc1)CO
3576,O=C1N(COCc2ccc3ccccc3c2)c2ccccc2[C@]1(/C=C/c1ccccc1)CO,TR,F,@,R,O=C1N(COCc2ccc3ccccc3c2)c2ccccc2C1(C=Cc1ccccc1)CO,O=C1N(COCc2ccc3ccccc3c2)c2ccccc2[C@@]1(/C=C/c1ccccc1)CO
3577,O=C1N(COCc2ccc3ccccc3c2)c2ccccc2[C@@]1(/C=C/c1ccccc1)CO,TR,L,@@,S,O=C1N(COCc2ccc3ccccc3c2)c2ccccc2C1(C=Cc1ccccc1)CO,O=C1N(COCc2ccc3ccccc3c2)c2ccccc2[C@]1(/C=C/c1ccccc1)CO
3578,O=C1N(COCc2ccccc2)c2c(Cl)ccc(Cl)c2[C@]1(/C=C/c1ccccc1)CO,TR,L,@,R,O=C1N(COCc2ccccc2)c2c(Cl)ccc(Cl)c2C1(C=Cc1ccccc1)CO,O=C1N(COCc2ccccc2)c2c(Cl)ccc(Cl)c2[C@@]1(/C=C/c1ccccc1)CO
3579,O=C1N(COCc2ccccc2)c2c(Cl)ccc(Cl)c2[C@@]1(/C=C/c1ccccc1)CO,TR,F,@@,S,O=C1N(COCc2ccccc2)c2c(Cl)ccc(Cl)c2C1(C=Cc1ccccc1)CO,O=C1N(COCc2ccccc2)c2c(Cl)ccc(Cl)c2[C@]1(/C=C/c1ccccc1)CO
3580,O=C1N(COCc2ccccc2)c2c(F)cccc2[C@]1(/C=C/c1ccccc1)CO,TR,L,@,R,O=C1N(COCc2ccccc2)c2c(F)cccc2C1(C=Cc1ccccc1)CO,O=C1N(COCc2ccccc2)c2c(F)cccc2[C@@]1(/C=C/c1ccccc1)CO
3581,O=C1N(COCc2ccccc2)c2c(F)cccc2[C@@]1(/C=C/c1ccccc1)CO,TR,F,@@,S,O=C1N(COCc2ccccc2)c2c(F)cccc2C1(C=Cc1ccccc1)CO,O=C1N(COCc2ccccc2)c2c(F)cccc2[C@]1(/C=C/c1ccccc1)CO
3582,O=C1N(COCc2ccccc2)c2cc(Br)ccc2[C@]1(/C=C/c1ccccc1)CO,TR,L,@,R,O=C1N(COCc2ccccc2)c2cc(Br)ccc2C1(C=Cc1ccccc1)CO,O=C1N(COCc2ccccc2)c2cc(Br)ccc2[C@@]1(/C=C/c1ccccc1)CO
3583,O=C1N(COCc2ccccc2)c2cc(Br)ccc2[C@@]1(/C=C/c1ccccc1)CO,TR,F,@@,S,O=C1N(COCc2ccccc2)c2cc(Br)ccc2C1(C=Cc1ccccc1)CO,O=C1N(COCc2ccccc2)c2cc(Br)ccc2[C@]1(/C=C/c1ccccc1)CO
3584,O=C1N(COCc2ccccc2)c2cc(Cl)cc(Cl)c2[C@]1(/C=C/c1ccccc1)CO,TR,F,@,R,O=C1N(COCc2ccccc2)c2cc(Cl)cc(Cl)c2C1(C=Cc1ccccc1)CO,O=C1N(COCc2ccccc2)c2cc(Cl)cc(Cl)c2[C@@]1(/C=C/c1ccccc1)CO
3585,O=C1N(COCc2ccccc2)c2cc(Cl)cc(Cl)c2[C@@]1(/C=C/c1ccccc1)CO,TR,L,@@,S,O=C1N(COCc2ccccc2)c2cc(Cl)cc(Cl)c2C1(C=Cc1ccccc1)CO,O=C1N(COCc2ccccc2)c2cc(Cl)cc(Cl)c2[C@]1(/C=C/c1ccccc1)CO
3586,O=C1N(COCc2ccccc2)c2cccc(-c3ccccc3)c2[C@]1(/C=C/c1ccccc1)CO,TR,L,@,R,O=C1N(COCc2ccccc2)c2cccc(-c3ccccc3)c2C1(C=Cc1ccccc1)CO,O=C1N(COCc2ccccc2)c2cccc(-c3ccccc3)c2[C@@]1(/C=C/c1ccccc1)CO
3587,O=C1N(COCc2ccccc2)c2cccc(-c3ccccc3)c2[C@@]1(/C=C/c1ccccc1)CO,TR,F,@@,S,O=C1N(COCc2ccccc2)c2cccc(-c3ccccc3)c2C1(C=Cc1ccccc1)CO,O=C1N(COCc2ccccc2)c2cccc(-c3ccccc3)c2[C@]1(/C=C/c1ccccc1)CO
3588,O=C1N(COCc2ccccc2)c2cccc(Br)c2[C@]1(/C=C/c1ccccc1)CO,TR,L,@,R,O=C1N(COCc2ccccc2)c2cccc(Br)c2C1(C=Cc1ccccc1)CO,O=C1N(COCc2ccccc2)c2cccc(Br)c2[C@@]1(/C=C/c1ccccc1)CO
3589,O=C1N(COCc2ccccc2)c2cccc(Br)c2[C@@]1(/C=C/c1ccccc1)CO,TR,F,@@,S,O=C1N(COCc2ccccc2)c2cccc(Br)c2C1(C=Cc1ccccc1)CO,O=C1N(COCc2ccccc2)c2cccc(Br)c2[C@]1(/C=C/c1ccccc1)CO
3590,O=C1N(COCc2ccccc2)c2cccc(C3CC3)c2[C@]1(/C=C/c1ccccc1)CO,TR,L,@,R,O=C1N(COCc2ccccc2)c2cccc(C3CC3)c2C1(C=Cc1ccccc1)CO,O=C1N(COCc2ccccc2)c2cccc(C3CC3)c2[C@@]1(/C=C/c1ccccc1)CO
3591,O=C1N(COCc2ccccc2)c2cccc(C3CC3)c2[C@@]1(/C=C/c1ccccc1)CO,TR,F,@@,S,O=C1N(COCc2ccccc2)c2cccc(C3CC3)c2C1(C=Cc1ccccc1)CO,O=C1N(COCc2ccccc2)c2cccc(C3CC3)c2[C@]1(/C=C/c1ccccc1)CO
3592,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@]1(/C=C/c1cc(F)cc(F)c1)CO,TR,L,@,R,O=C1N(COCc2ccccc2)c2cccc(Cl)c2C1(C=Cc1cc(F)cc(F)c1)CO,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@@]1(/C=C/c1cc(F)cc(F)c1)CO
3593,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@@]1(/C=C/c1cc(F)cc(F)c1)CO,TR,F,@@,S,O=C1N(COCc2ccccc2)c2cccc(Cl)c2C1(C=Cc1cc(F)cc(F)c1)CO,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@]1(/C=C/c1cc(F)cc(F)c1)CO
3594,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@]1(/C=C/c1ccc(-c2ccccc2)cc1)CO,TR,F,@,R,O=C1N(COCc2ccccc2)c2cccc(Cl)c2C1(C=Cc1ccc(-c2ccccc2)cc1)CO,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@@]1(/C=C/c1ccc(-c2ccccc2)cc1)CO
3595,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@@]1(/C=C/c1ccc(-c2ccccc2)cc1)CO,TR,L,@@,S,O=C1N(COCc2ccccc2)c2cccc(Cl)c2C1(C=Cc1ccc(-c2ccccc2)cc1)CO,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@]1(/C=C/c1ccc(-c2ccccc2)cc1)CO
3596,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@]1(/C=C/c1ccc(Br)cc1)CO,TR,L,@,R,O=C1N(COCc2ccccc2)c2cccc(Cl)c2C1(C=Cc1ccc(Br)cc1)CO,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@@]1(/C=C/c1ccc(Br)cc1)CO
3597,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@@]1(/C=C/c1ccc(Br)cc1)CO,TR,F,@@,S,O=C1N(COCc2ccccc2)c2cccc(Cl)c2C1(C=Cc1ccc(Br)cc1)CO,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@]1(/C=C/c1ccc(Br)cc1)CO
3598,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@]1(/C=C/c1ccc(Cl)cc1)CO,TR,L,@,R,O=C1N(COCc2ccccc2)c2cccc(Cl)c2C1(C=Cc1ccc(Cl)cc1)CO,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@@]1(/C=C/c1ccc(Cl)cc1)CO
3599,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@@]1(/C=C/c1ccc(Cl)cc1)CO,TR,F,@@,S,O=C1N(COCc2ccccc2)c2cccc(Cl)c2C1(C=Cc1ccc(Cl)cc1)CO,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@]1(/C=C/c1ccc(Cl)cc1)CO
3600,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@]1(/C=C/c1ccc(F)cc1)CO,TR,L,@,R,O=C1N(COCc2ccccc2)c2cccc(Cl)c2C1(C=Cc1ccc(F)cc1)CO,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@@]1(/C=C/c1ccc(F)cc1)CO
3601,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@@]1(/C=C/c1ccc(F)cc1)CO,TR,F,@@,S,O=C1N(COCc2ccccc2)c2cccc(Cl)c2C1(C=Cc1ccc(F)cc1)CO,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@]1(/C=C/c1ccc(F)cc1)CO
3602,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@]1(/C=C/c1cccc(Br)c1)CO,TR,L,@,R,O=C1N(COCc2ccccc2)c2cccc(Cl)c2C1(C=Cc1cccc(Br)c1)CO,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@@]1(/C=C/c1cccc(Br)c1)CO
3603,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@@]1(/C=C/c1cccc(Br)c1)CO,TR,F,@@,S,O=C1N(COCc2ccccc2)c2cccc(Cl)c2C1(C=Cc1cccc(Br)c1)CO,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@]1(/C=C/c1cccc(Br)c1)CO
3604,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@]1(/C=C/c1cccc(F)c1)CO,TR,L,@,R,O=C1N(COCc2ccccc2)c2cccc(Cl)c2C1(C=Cc1cccc(F)c1)CO,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@@]1(/C=C/c1cccc(F)c1)CO
3605,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@@]1(/C=C/c1cccc(F)c1)CO,TR,F,@@,S,O=C1N(COCc2ccccc2)c2cccc(Cl)c2C1(C=Cc1cccc(F)c1)CO,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@]1(/C=C/c1cccc(F)c1)CO
3606,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@]1(/C=C/c1ccccc1)CO,TR,L,@,R,O=C1N(COCc2ccccc2)c2cccc(Cl)c2C1(C=Cc1ccccc1)CO,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@@]1(/C=C/c1ccccc1)CO
3607,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@@]1(/C=C/c1ccccc1)CO,TR,F,@@,S,O=C1N(COCc2ccccc2)c2cccc(Cl)c2C1(C=Cc1ccccc1)CO,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@]1(/C=C/c1ccccc1)CO
3608,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@]1(/C=C/c1ccccc1Cl)CO,TR,L,@,R,O=C1N(COCc2ccccc2)c2cccc(Cl)c2C1(C=Cc1ccccc1Cl)CO,O=C1N(COCc2ccccc2)c2cccc(Cl)c2[C@@]1(/C=C/c1ccccc1Cl)CO
