,SMILES,TR/TE,F-L_class,@-@@_class,R-S_class,SMILES_ns,SMILES_opp
3412,O=C1C[C@H](c2ccc(F)cc2)C2(OCCO2)c2ccccc21,TR,L,@,R,O=C1CC(c2ccc(F)cc2)C2(OCCO2)c2ccccc21,O=C1C[C@@H](c2ccc(F)cc2)C2(OCCO2)c2ccccc21
3413,O=C1C[C@@H](c2ccc(F)cc2)C2(OCCO2)c2ccccc21,TR,F,@@,S,O=C1CC(c2ccc(F)cc2)C2(OCCO2)c2ccccc21,O=C1C[C@H](c2ccc(F)cc2)C2(OCCO2)c2ccccc21
3414,O=C1C[C@H](c2ccc(F)cc2)CCCN1,TR,L,@,R,O=C1CC(c2ccc(F)cc2)CCCN1,O=C1C[C@@H](c2ccc(F)cc2)CCCN1
3415,O=C1C[C@@H](c2ccc(F)cc2)CCCN1,TR,F,@@,S,O=C1CC(c2ccc(F)cc2)CCCN1,O=C1C[C@H](c2ccc(F)cc2)CCCN1
3416,O=C1C[C@H](c2ccc(F)cc2)CN1,TR,F,@,R,O=C1CC(c2ccc(F)cc2)CN1,O=C1C[C@@H](c2ccc(F)cc2)CN1
3417,O=C1C[C@@H](c2ccc(F)cc2)CN1,TR,L,@@,S,O=C1CC(c2ccc(F)cc2)CN1,O=C1C[C@H](c2ccc(F)cc2)CN1
3418,O=C1C[C@@H](c2ccc(F)cc2)Nc2ccccc21,TR,L,@@,S,O=C1CC(c2ccc(F)cc2)Nc2ccccc21,O=C1C[C@H](c2ccc(F)cc2)Nc2ccccc21
3419,O=C1C[C@H](c2ccc(F)cc2)Nc2ccccc21,TR,F,@,R,O=C1CC(c2ccc(F)cc2)Nc2ccccc21,O=C1C[C@@H](c2ccc(F)cc2)Nc2ccccc21
3420,O=C1C[C@@H](c2ccc3c(c2)OCCO3)CO1,TR,F,@@,S,O=C1CC(c2ccc3c(c2)OCCO3)CO1,O=C1C[C@H](c2ccc3c(c2)OCCO3)CO1
3421,O=C1C[C@H](c2ccc3c(c2)OCCO3)CO1,TR,L,@,R,O=C1CC(c2ccc3c(c2)OCCO3)CO1,O=C1C[C@@H](c2ccc3c(c2)OCCO3)CO1
3422,O=C1C[C@H](c2ccc3ccccc3c2)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,L,@,R,O=C1CC(c2ccc3ccccc3c2)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@@H](c2ccc3ccccc3c2)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3423,O=C1C[C@@H](c2ccc3ccccc3c2)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,F,@@,S,O=C1CC(c2ccc3ccccc3c2)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@H](c2ccc3ccccc3c2)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3424,O=C1C[C@H](c2ccc3ccccc3c2)CN1,TR,F,@,R,O=C1CC(c2ccc3ccccc3c2)CN1,O=C1C[C@@H](c2ccc3ccccc3c2)CN1
3425,O=C1C[C@@H](c2ccc3ccccc3c2)CN1,TR,L,@@,S,O=C1CC(c2ccc3ccccc3c2)CN1,O=C1C[C@H](c2ccc3ccccc3c2)CN1
3426,O=C1C[C@@H](c2ccc3ccccc3c2)CO1,TR,F,@@,S,O=C1CC(c2ccc3ccccc3c2)CO1,O=C1C[C@H](c2ccc3ccccc3c2)CO1
3427,O=C1C[C@H](c2ccc3ccccc3c2)CO1,TR,L,@,R,O=C1CC(c2ccc3ccccc3c2)CO1,O=C1C[C@@H](c2ccc3ccccc3c2)CO1
3428,O=C1C[C@@H](c2ccc3occc3c2)CO1,TR,F,@@,S,O=C1CC(c2ccc3occc3c2)CO1,O=C1C[C@H](c2ccc3occc3c2)CO1
3429,O=C1C[C@H](c2ccc3occc3c2)CO1,TR,L,@,R,O=C1CC(c2ccc3occc3c2)CO1,O=C1C[C@@H](c2ccc3occc3c2)CO1
3430,O=C1C[C@@H](c2ccc3sccc3c2)CO1,TR,F,@@,S,O=C1CC(c2ccc3sccc3c2)CO1,O=C1C[C@H](c2ccc3sccc3c2)CO1
3431,O=C1C[C@H](c2ccc3sccc3c2)CO1,TR,L,@,R,O=C1CC(c2ccc3sccc3c2)CO1,O=C1C[C@@H](c2ccc3sccc3c2)CO1
3432,O=C1C[C@@H](c2cccc(Br)c2)Nc2ccccc21,TR,L,@@,S,O=C1CC(c2cccc(Br)c2)Nc2ccccc21,O=C1C[C@H](c2cccc(Br)c2)Nc2ccccc21
3433,O=C1C[C@H](c2cccc(Br)c2)Nc2ccccc21,TR,F,@,R,O=C1CC(c2cccc(Br)c2)Nc2ccccc21,O=C1C[C@@H](c2cccc(Br)c2)Nc2ccccc21
3434,O=C1C[C@H](c2cccc(Cl)c2)C([N+](=O)[O-])=Cc2cc3ccccc3n21,TR,L,@,R,O=C1CC(c2cccc(Cl)c2)C([N+](=O)[O-])=Cc2cc3ccccc3n21,O=C1C[C@@H](c2cccc(Cl)c2)C([N+](=O)[O-])=Cc2cc3ccccc3n21
3435,O=C1C[C@@H](c2cccc(Cl)c2)C([N+](=O)[O-])=Cc2cc3ccccc3n21,TR,F,@@,S,O=C1CC(c2cccc(Cl)c2)C([N+](=O)[O-])=Cc2cc3ccccc3n21,O=C1C[C@H](c2cccc(Cl)c2)C([N+](=O)[O-])=Cc2cc3ccccc3n21
3436,O=C1C[C@H](c2cccc(Cl)c2)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,F,@,R,O=C1CC(c2cccc(Cl)c2)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@@H](c2cccc(Cl)c2)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3437,O=C1C[C@@H](c2cccc(Cl)c2)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,L,@@,S,O=C1CC(c2cccc(Cl)c2)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@H](c2cccc(Cl)c2)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3438,O=C1C[C@H](c2cccc(Cl)c2)C2(OCCO2)c2ccccc21,TR,L,@,R,O=C1CC(c2cccc(Cl)c2)C2(OCCO2)c2ccccc21,O=C1C[C@@H](c2cccc(Cl)c2)C2(OCCO2)c2ccccc21
3439,O=C1C[C@@H](c2cccc(Cl)c2)C2(OCCO2)c2ccccc21,TR,F,@@,S,O=C1CC(c2cccc(Cl)c2)C2(OCCO2)c2ccccc21,O=C1C[C@H](c2cccc(Cl)c2)C2(OCCO2)c2ccccc21
3440,O=C1C[C@@H](c2cccc(Cl)c2)Nc2ccccc21,TR,L,@@,S,O=C1CC(c2cccc(Cl)c2)Nc2ccccc21,O=C1C[C@H](c2cccc(Cl)c2)Nc2ccccc21
3441,O=C1C[C@H](c2cccc(Cl)c2)Nc2ccccc21,TR,F,@,R,O=C1CC(c2cccc(Cl)c2)Nc2ccccc21,O=C1C[C@@H](c2cccc(Cl)c2)Nc2ccccc21
3442,O=C1C[C@@H](c2cccc(Cl)c2)SC(c2ccccc2)=N1,TR,F,@@,S,O=C1CC(c2cccc(Cl)c2)SC(c2ccccc2)=N1,O=C1C[C@H](c2cccc(Cl)c2)SC(c2ccccc2)=N1
3443,O=C1C[C@H](c2cccc(Cl)c2)SC(c2ccccc2)=N1,TR,L,@,R,O=C1CC(c2cccc(Cl)c2)SC(c2ccccc2)=N1,O=C1C[C@@H](c2cccc(Cl)c2)SC(c2ccccc2)=N1
3444,O=C1C[C@@H](c2cccc(F)c2)Nc2ccccc21,TR,L,@@,S,O=C1CC(c2cccc(F)c2)Nc2ccccc21,O=C1C[C@H](c2cccc(F)c2)Nc2ccccc21
3445,O=C1C[C@H](c2cccc(F)c2)Nc2ccccc21,TR,F,@,R,O=C1CC(c2cccc(F)c2)Nc2ccccc21,O=C1C[C@@H](c2cccc(F)c2)Nc2ccccc21
3446,O=C1C[C@H](c2ccccc2)C([N+](=O)[O-])=Cc2cc3cc(Cl)ccc3n21,TR,L,@,R,O=C1CC(c2ccccc2)C([N+](=O)[O-])=Cc2cc3cc(Cl)ccc3n21,O=C1C[C@@H](c2ccccc2)C([N+](=O)[O-])=Cc2cc3cc(Cl)ccc3n21
3447,O=C1C[C@@H](c2ccccc2)C([N+](=O)[O-])=Cc2cc3cc(Cl)ccc3n21,TR,F,@@,S,O=C1CC(c2ccccc2)C([N+](=O)[O-])=Cc2cc3cc(Cl)ccc3n21,O=C1C[C@H](c2ccccc2)C([N+](=O)[O-])=Cc2cc3cc(Cl)ccc3n21
3448,O=C1C[C@H](c2ccccc2)C([N+](=O)[O-])=Cc2cc3ccccc3n21,TR,L,@,R,O=C1CC(c2ccccc2)C([N+](=O)[O-])=Cc2cc3ccccc3n21,O=C1C[C@@H](c2ccccc2)C([N+](=O)[O-])=Cc2cc3ccccc3n21
3449,O=C1C[C@@H](c2ccccc2)C([N+](=O)[O-])=Cc2cc3ccccc3n21,TR,F,@@,S,O=C1CC(c2ccccc2)C([N+](=O)[O-])=Cc2cc3ccccc3n21,O=C1C[C@H](c2ccccc2)C([N+](=O)[O-])=Cc2cc3ccccc3n21
3450,O=C1C[C@H](c2ccccc2)C([N+](=O)[O-])=Cc2cccn21,TR,L,@,R,O=C1CC(c2ccccc2)C([N+](=O)[O-])=Cc2cccn21,O=C1C[C@@H](c2ccccc2)C([N+](=O)[O-])=Cc2cccn21
3451,O=C1C[C@@H](c2ccccc2)C([N+](=O)[O-])=Cc2cccn21,TR,F,@@,S,O=C1CC(c2ccccc2)C([N+](=O)[O-])=Cc2cccn21,O=C1C[C@H](c2ccccc2)C([N+](=O)[O-])=Cc2cccn21
3452,O=C1C[C@H](c2ccccc2)C(c2cc3ccccc3o2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,F,@,R,O=C1CC(c2ccccc2)C(c2cc3ccccc3o2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@@H](c2ccccc2)C(c2cc3ccccc3o2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3453,O=C1C[C@@H](c2ccccc2)C(c2cc3ccccc3o2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,L,@@,S,O=C1CC(c2ccccc2)C(c2cc3ccccc3o2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@H](c2ccccc2)C(c2cc3ccccc3o2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3454,O=C1C[C@H](c2ccccc2)C(c2ccc(Br)cc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,F,@,R,O=C1CC(c2ccccc2)C(c2ccc(Br)cc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@@H](c2ccccc2)C(c2ccc(Br)cc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3455,O=C1C[C@@H](c2ccccc2)C(c2ccc(Br)cc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,L,@@,S,O=C1CC(c2ccccc2)C(c2ccc(Br)cc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@H](c2ccccc2)C(c2ccc(Br)cc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3456,O=C1C[C@H](c2ccccc2)C(c2ccc(Cl)cc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,F,@,R,O=C1CC(c2ccccc2)C(c2ccc(Cl)cc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@@H](c2ccccc2)C(c2ccc(Cl)cc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3457,O=C1C[C@@H](c2ccccc2)C(c2ccc(Cl)cc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,L,@@,S,O=C1CC(c2ccccc2)C(c2ccc(Cl)cc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@H](c2ccccc2)C(c2ccc(Cl)cc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3458,O=C1C[C@H](c2ccccc2)C(c2ccc3ccccc3c2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,F,@,R,O=C1CC(c2ccccc2)C(c2ccc3ccccc3c2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@@H](c2ccccc2)C(c2ccc3ccccc3c2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3459,O=C1C[C@@H](c2ccccc2)C(c2ccc3ccccc3c2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,L,@@,S,O=C1CC(c2ccccc2)C(c2ccc3ccccc3c2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@H](c2ccccc2)C(c2ccc3ccccc3c2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3460,O=C1C[C@H](c2ccccc2)C(c2cccc(Br)c2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,F,@,R,O=C1CC(c2ccccc2)C(c2cccc(Br)c2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@@H](c2ccccc2)C(c2cccc(Br)c2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3461,O=C1C[C@@H](c2ccccc2)C(c2cccc(Br)c2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,L,@@,S,O=C1CC(c2ccccc2)C(c2cccc(Br)c2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@H](c2ccccc2)C(c2cccc(Br)c2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3462,O=C1C[C@H](c2ccccc2)C(c2cccc3ccccc23)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,F,@,R,O=C1CC(c2ccccc2)C(c2cccc3ccccc23)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@@H](c2ccccc2)C(c2cccc3ccccc23)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3463,O=C1C[C@@H](c2ccccc2)C(c2cccc3ccccc23)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,L,@@,S,O=C1CC(c2ccccc2)C(c2cccc3ccccc23)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@H](c2ccccc2)C(c2cccc3ccccc23)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3464,O=C1C[C@H](c2ccccc2)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,F,@,R,O=C1CC(c2ccccc2)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@@H](c2ccccc2)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3465,O=C1C[C@@H](c2ccccc2)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,L,@@,S,O=C1CC(c2ccccc2)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@H](c2ccccc2)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3466,O=C1C[C@H](c2ccccc2)C(c2ccccc2F)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,L,@,R,O=C1CC(c2ccccc2)C(c2ccccc2F)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@@H](c2ccccc2)C(c2ccccc2F)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3467,O=C1C[C@@H](c2ccccc2)C(c2ccccc2F)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,F,@@,S,O=C1CC(c2ccccc2)C(c2ccccc2F)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@H](c2ccccc2)C(c2ccccc2F)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3468,O=C1C[C@H](c2ccccc2)C(c2cccnc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,F,@,R,O=C1CC(c2ccccc2)C(c2cccnc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@@H](c2ccccc2)C(c2cccnc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3469,O=C1C[C@@H](c2ccccc2)C(c2cccnc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,L,@@,S,O=C1CC(c2ccccc2)C(c2cccnc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@H](c2ccccc2)C(c2cccnc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3470,O=C1C[C@H](c2ccccc2)C(c2cccs2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,F,@,R,O=C1CC(c2ccccc2)C(c2cccs2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@@H](c2ccccc2)C(c2cccs2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3471,O=C1C[C@@H](c2ccccc2)C(c2cccs2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,L,@@,S,O=C1CC(c2ccccc2)C(c2cccs2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@H](c2ccccc2)C(c2cccs2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3472,O=C1C[C@H](c2ccccc2)C(c2ccsc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,F,@,R,O=C1CC(c2ccccc2)C(c2ccsc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@@H](c2ccccc2)C(c2ccsc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3473,O=C1C[C@@H](c2ccccc2)C(c2ccsc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,L,@@,S,O=C1CC(c2ccccc2)C(c2ccsc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@H](c2ccccc2)C(c2ccsc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3474,O=C1C[C@H](c2ccccc2)C2(OCCO2)c2ccccc21,TR,L,@,R,O=C1CC(c2ccccc2)C2(OCCO2)c2ccccc21,O=C1C[C@@H](c2ccccc2)C2(OCCO2)c2ccccc21
3475,O=C1C[C@@H](c2ccccc2)C2(OCCO2)c2ccccc21,TR,F,@@,S,O=C1CC(c2ccccc2)C2(OCCO2)c2ccccc21,O=C1C[C@H](c2ccccc2)C2(OCCO2)c2ccccc21
3476,O=C1C[C@H](c2ccccc2)CCCN1,TR,L,@,R,O=C1CC(c2ccccc2)CCCN1,O=C1C[C@@H](c2ccccc2)CCCN1
3477,O=C1C[C@@H](c2ccccc2)CCCN1,TR,F,@@,S,O=C1CC(c2ccccc2)CCCN1,O=C1C[C@H](c2ccccc2)CCCN1
3478,O=C1C[C@H](c2ccccc2)CN1,TR,F,@,R,O=C1CC(c2ccccc2)CN1,O=C1C[C@@H](c2ccccc2)CN1
3479,O=C1C[C@@H](c2ccccc2)CN1,TR,L,@@,S,O=C1CC(c2ccccc2)CN1,O=C1C[C@H](c2ccccc2)CN1
3480,O=C1C[C@@H](c2ccccc2)CO1,TR,F,@@,S,O=C1CC(c2ccccc2)CO1,O=C1C[C@H](c2ccccc2)CO1
3481,O=C1C[C@H](c2ccccc2)CO1,TR,L,@,R,O=C1CC(c2ccccc2)CO1,O=C1C[C@@H](c2ccccc2)CO1
3482,O=C1C[C@@H](c2ccccc2)N(c2ccccc2)C(=O)N1,TR,L,@@,S,O=C1CC(c2ccccc2)N(c2ccccc2)C(=O)N1,O=C1C[C@H](c2ccccc2)N(c2ccccc2)C(=O)N1
3483,O=C1C[C@H](c2ccccc2)N(c2ccccc2)C(=O)N1,TR,F,@,R,O=C1CC(c2ccccc2)N(c2ccccc2)C(=O)N1,O=C1C[C@@H](c2ccccc2)N(c2ccccc2)C(=O)N1
3484,O=C1C[C@@H](c2ccccc2)N(c2ccccc2)C(SCc2ccccc2)=N1,TR,L,@@,S,O=C1CC(c2ccccc2)N(c2ccccc2)C(SCc2ccccc2)=N1,O=C1C[C@H](c2ccccc2)N(c2ccccc2)C(SCc2ccccc2)=N1
3485,O=C1C[C@H](c2ccccc2)N(c2ccccc2)C(SCc2ccccc2)=N1,TR,F,@,R,O=C1CC(c2ccccc2)N(c2ccccc2)C(SCc2ccccc2)=N1,O=C1C[C@@H](c2ccccc2)N(c2ccccc2)C(SCc2ccccc2)=N1
3486,O=C1C[C@@H](c2ccccc2)N(Cc2ccccc2)C(SCc2ccccc2)=N1,TR,L,@@,S,O=C1CC(c2ccccc2)N(Cc2ccccc2)C(SCc2ccccc2)=N1,O=C1C[C@H](c2ccccc2)N(Cc2ccccc2)C(SCc2ccccc2)=N1
3487,O=C1C[C@H](c2ccccc2)N(Cc2ccccc2)C(SCc2ccccc2)=N1,TR,F,@,R,O=C1CC(c2ccccc2)N(Cc2ccccc2)C(SCc2ccccc2)=N1,O=C1C[C@@H](c2ccccc2)N(Cc2ccccc2)C(SCc2ccccc2)=N1
3488,O=C1C[C@@H](c2ccccc2)Nc2ccccc21,TR,L,@@,S,O=C1CC(c2ccccc2)Nc2ccccc21,O=C1C[C@H](c2ccccc2)Nc2ccccc21
3489,O=C1C[C@H](c2ccccc2)Nc2ccccc21,TR,F,@,R,O=C1CC(c2ccccc2)Nc2ccccc21,O=C1C[C@@H](c2ccccc2)Nc2ccccc21
3490,O=C1C[C@@H](c2ccccc2)NN1,TR,L,@@,S,O=C1CC(c2ccccc2)NN1,O=C1C[C@H](c2ccccc2)NN1
3491,O=C1C[C@H](c2ccccc2)NN1,TR,F,@,R,O=C1CC(c2ccccc2)NN1,O=C1C[C@@H](c2ccccc2)NN1
3492,O=C1C[C@@H](c2ccccc2Br)Nc2ccccc21,TR,L,@@,S,O=C1CC(c2ccccc2Br)Nc2ccccc21,O=C1C[C@H](c2ccccc2Br)Nc2ccccc21
3493,O=C1C[C@H](c2ccccc2Br)Nc2ccccc21,TR,F,@,R,O=C1CC(c2ccccc2Br)Nc2ccccc21,O=C1C[C@@H](c2ccccc2Br)Nc2ccccc21
3494,O=C1C[C@H](c2ccccc2F)C([N+](=O)[O-])=Cc2cc3ccccc3n21,TR,L,@,R,O=C1CC(c2ccccc2F)C([N+](=O)[O-])=Cc2cc3ccccc3n21,O=C1C[C@@H](c2ccccc2F)C([N+](=O)[O-])=Cc2cc3ccccc3n21
3495,O=C1C[C@@H](c2ccccc2F)C([N+](=O)[O-])=Cc2cc3ccccc3n21,TR,F,@@,S,O=C1CC(c2ccccc2F)C([N+](=O)[O-])=Cc2cc3ccccc3n21,O=C1C[C@H](c2ccccc2F)C([N+](=O)[O-])=Cc2cc3ccccc3n21
3496,O=C1C[C@H](c2ccccc2F)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,L,@,R,O=C1CC(c2ccccc2F)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@@H](c2ccccc2F)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3497,O=C1C[C@@H](c2ccccc2F)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,TR,F,@@,S,O=C1CC(c2ccccc2F)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,O=C1C[C@H](c2ccccc2F)C(c2ccccc2)=NN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1
3498,O=C1C[C@@H](c2ccccc2F)Nc2ccccc21,TR,L,@@,S,O=C1CC(c2ccccc2F)Nc2ccccc21,O=C1C[C@H](c2ccccc2F)Nc2ccccc21
3499,O=C1C[C@H](c2ccccc2F)Nc2ccccc21,TR,F,@,R,O=C1CC(c2ccccc2F)Nc2ccccc21,O=C1C[C@@H](c2ccccc2F)Nc2ccccc21
3500,O=C1C[C@H](c2ccco2)C([N+](=O)[O-])=Cc2cc3ccccc3n21,TR,L,@,S,O=C1CC(c2ccco2)C([N+](=O)[O-])=Cc2cc3ccccc3n21,O=C1C[C@@H](c2ccco2)C([N+](=O)[O-])=Cc2cc3ccccc3n21
3501,O=C1C[C@@H](c2ccco2)C([N+](=O)[O-])=Cc2cc3ccccc3n21,TR,F,@@,R,O=C1CC(c2ccco2)C([N+](=O)[O-])=Cc2cc3ccccc3n21,O=C1C[C@H](c2ccco2)C([N+](=O)[O-])=Cc2cc3ccccc3n21
3502,O=C1C[C@@H](c2ccco2)CO1,TR,F,@@,R,O=C1CC(c2ccco2)CO1,O=C1C[C@H](c2ccco2)CO1
3503,O=C1C[C@H](c2ccco2)CO1,TR,L,@,S,O=C1CC(c2ccco2)CO1,O=C1C[C@@H](c2ccco2)CO1
3504,O=C1C[C@@H](c2ccco2)Nc2ccccc21,TR,L,@@,S,O=C1CC(c2ccco2)Nc2ccccc21,O=C1C[C@H](c2ccco2)Nc2ccccc21
3505,O=C1C[C@H](c2ccco2)Nc2ccccc21,TR,F,@,R,O=C1CC(c2ccco2)Nc2ccccc21,O=C1C[C@@H](c2ccco2)Nc2ccccc21
3506,O=C1C[C@@H](c2cccs2)CN1,TR,F,@@,R,O=C1CC(c2cccs2)CN1,O=C1C[C@H](c2cccs2)CN1
3507,O=C1C[C@H](c2cccs2)CN1,TR,L,@,S,O=C1CC(c2cccs2)CN1,O=C1C[C@@H](c2cccs2)CN1
3508,O=C1C[C@H](Cc2ccc([N+](=O)[O-])cc2)C(=O)N1Cc1ccccc1,TR,F,@,S,O=C1CC(Cc2ccc([N+](=O)[O-])cc2)C(=O)N1Cc1ccccc1,O=C1C[C@@H](Cc2ccc([N+](=O)[O-])cc2)C(=O)N1Cc1ccccc1
3509,O=C1C[C@@H](Cc2ccc([N+](=O)[O-])cc2)C(=O)N1Cc1ccccc1,TR,L,@@,R,O=C1CC(Cc2ccc([N+](=O)[O-])cc2)C(=O)N1Cc1ccccc1,O=C1C[C@H](Cc2ccc([N+](=O)[O-])cc2)C(=O)N1Cc1ccccc1
3510,O=C1C[C@H](Cc2ccc(Br)cc2)C(=O)N1Cc1ccccc1,TR,F,@,S,O=C1CC(Cc2ccc(Br)cc2)C(=O)N1Cc1ccccc1,O=C1C[C@@H](Cc2ccc(Br)cc2)C(=O)N1Cc1ccccc1
3511,O=C1C[C@@H](Cc2ccc(Br)cc2)C(=O)N1Cc1ccccc1,TR,L,@@,R,O=C1CC(Cc2ccc(Br)cc2)C(=O)N1Cc1ccccc1,O=C1C[C@H](Cc2ccc(Br)cc2)C(=O)N1Cc1ccccc1
3512,O=C1C[C@H](Cc2ccc(Cl)cc2)C(=O)N1Cc1ccccc1,TR,F,@,S,O=C1CC(Cc2ccc(Cl)cc2)C(=O)N1Cc1ccccc1,O=C1C[C@@H](Cc2ccc(Cl)cc2)C(=O)N1Cc1ccccc1
